DBSFG1, 04/13/24,INC,REP,E(WM0106) 00 2022-23 RWADA,F(WM0111) 00 2021 ACTUAL VALUATION/2022-23 RWADA,G(NO0090) 05 TR AR: 1.01-(.46*AV/RWADA WLTH RATIO),H(WM0126) 00 2022-23 RESIDENT PUB+NONPUB ENROLLMENT,I(WM0131) 00 2021 AV/2022-23 RES PUB+NONPUB ENRLMT,J(NO0091) 05 TRANS ENRL AR: 1.01-(.46*EWR),K(WM0184) 05 STATE SHARING RATIO (SSR),L(NO0094) 05 22-23 ENR/SQ MILE,M(NO0095) 05 TRANS SPARSTY ADJ:(21 - 22-23ENR/SQ MI)/317.88,"N(NO0075) 05 24-25 SEL TRANSP AID RATIO,.9 MAX,.065 MIN","O(NO0074) 00 TRANS NON-CAP EXP W/O SUMMR,S.3627FOR 24-25 AID",P(E10074) 00 TRANS SEC 3627 TOTAL EXPENDITURES,Q(E10037) 00 TRANS CAPITAL NEW BUS PURCHASE EXP,R(E10038) 00 TRANS CAPITAL NEW LEASE EXPENDITURE,S(E10036) 00 TRANS CAPITAL NEW EQUIPMENT EXPENDITURE,T(NO0040) 00 SUMMER TRANS NON-CAPITAL EXP FOR 24-25 AID,U(NO0106) 00 2024-25 TRANSP AID ON NON-CAPITAL EXPENDITURES,V(NO0079) 00 2024-25 TRANSP AID ON CAPITAL EXPENDITURES,"W(K20133) 00 2022-23 PUBLIC ENROLLMENT, ATTN, DUPLICATED",X(PK0155) 00 2023-24 MAX TPK AID,Y(PK0151) 00 2023-24 90M FED UPK EXP GRANT,Z(PK0153) 00 2023-24 15M SUFDPK EXP GRANT,AA(PK0162) 00 2023-24 100M UPK EXP GRANT,AB(PK0159) 00 2023-24 25M SUFDPK EXP GRANT,AC(PK0111) 00 2023-24 MAX SUFDPK AID(1415),AD(FL0006) 00 2023-24 MAX UPK AID,AE(CL0014) 00 2023-24 PAYABLE UPK AID,AF(FL0018) 05 3 YR. DIRECT CERTIFICATION AVERAGE
570401,BRADFORD,1,0,260,"606,295",0.742,242,"651,391",0.686,0.701,4.272,0.052,0.900,"497,609",0,"156,110",0,"5,048",0,"447,848","145,042",248,0,0,0,0,0,0,"92,498","92,498",0.46511
570603,CAMPBELL-SAVON,1,0,742,"412,168",0.828,709,"431,353",0.796,0.843,8.088,0.040,0.900,"1,372,635",0,"303,501",0,"8,554",0,"1,235,372","280,850",773,0,0,0,0,0,0,"308,801","308,801",0.42982
571000,CORNING,1,0,"4,393","544,390",0.769,"4,518","529,329",0.747,0.581,18.550,0.007,0.776,"7,099,986",0,"510,249",0,"10,225",0,"5,509,589","403,888","4,357",0,"262,856",0,"563,880",0,0,"1,324,414","445,837",0.34679
571502,CANISTEO-GREEN,1,0,"1,003","354,263",0.854,889,"399,691",0.812,0.900,4.857,0.050,0.900,"1,092,096",0,"302,790",0,0,0,"982,886","272,511",933,0,0,0,0,0,0,"406,940","406,940",0.49936
571800,HORNELL,1,0,"1,381","334,311",0.862,"1,333","346,350",0.838,0.900,36.473,0.000,0.900,"1,092,810",0,"27,665","132,351","1,630","17,430","983,529","145,481","1,315",0,0,0,0,"180,000",0,"808,367","808,367",0.55288
571901,ARKPORT,1,0,389,"510,364",0.785,386,"514,331",0.754,0.720,7.219,0.043,0.900,"542,444",0,"55,214","117,106",548,"21,450","488,200","155,581",459,0,0,0,0,0,0,"70,696","70,696",0.32475
572301,PRATTSBURG,1,0,376,"552,216",0.766,349,"594,938",0.714,0.765,4.122,0.053,0.900,"1,044,765",0,0,0,0,"19,057","940,289",0,354,0,0,0,0,0,0,"104,296","104,296",0.42665
572702,JASPER-TRPSBRG,1,0,357,"607,454",0.741,354,"612,602",0.706,0.826,2.830,0.057,0.900,"670,255",0,0,"213,614","2,015","1,434","603,230","194,066",387,0,0,0,0,0,0,"115,966","115,966",0.47215
572901,HAMMONDSPORT,1,0,376,"2,559,613",-0.124,343,"2,805,873",-0.387,0.101,4.438,0.052,0.179,"658,579",0,"138,737",0,444,0,"117,886","24,913",364,0,0,0,0,0,0,"54,000","54,000",0.43676
573002,WAYLAND-COHOCT,1,0,"1,282","403,309",0.832,"1,264","409,052",0.807,0.818,7.990,0.040,0.900,"2,187,674",0,"451,913",0,"15,205",0,"1,968,907","420,406","1,254",0,0,"160,000",0,0,0,"463,172","463,172",0.47767
580101,BABYLON,1,0,"1,600","1,368,468",0.404,"1,667","1,313,467",0.356,0.267,640.148,0.000,0.404,"1,954,032",0,0,0,0,0,"789,429",0,"1,553",0,"156,600",0,"172,800",0,0,"340,200","226,801",0.15008
580102,WEST BABYLON,1,0,"3,896","1,000,081",0.568,"3,827","1,018,112",0.504,0.461,638.527,0.000,0.582,"5,085,318",0,"359,488",0,"2,019","193,919","2,959,655","210,397","3,676",0,"459,186",0,"384,865",0,0,"680,965","423,996",0.30941
580103,NORTH BABYLON,1,0,"4,749","793,296",0.659,"4,822","781,286",0.621,0.547,831.438,0.000,0.690,"7,277,876",0,0,0,"16,523",0,"5,021,734","11,401","4,533",0,"669,655",0,"707,910",0,0,"1,045,054","486,629",0.34613
580104,LINDENHURST,1,0,"5,859","863,773",0.628,"5,851","864,954",0.580,0.486,954.777,0.000,0.628,"7,268,763",0,0,0,0,0,"4,564,783",0,"5,616",0,"745,524",0,"887,755",0,0,"1,206,775","1,206,775",0.30535
580105,COPIAGUE,1,0,"5,025","706,059",0.698,"5,230","678,384",0.673,0.635,947.819,0.000,0.802,"13,033,320",0,0,0,0,"142,758","10,452,723",0,"4,868",0,0,0,"1,216,169",0,0,"2,533,851","1,669,807",0.56698
580106,AMITYVILLE,1,0,"2,931","1,048,091",0.546,"3,469","885,545",0.569,0.435,612.745,0.000,0.569,"8,662,543",0,0,0,0,"160,688","4,928,987",0,"2,875",0,0,0,0,0,0,"582,496","582,496",0.59443
580107,DEER PARK,1,0,"4,088","953,232",0.588,"4,083","954,399",0.535,0.491,667.066,0.000,0.620,"6,452,398",0,"173,108","16,596",0,"142,217","4,000,487","117,616","3,897",0,0,0,0,0,0,"690,635","507,229",0.34812
580109,WYANDANCH,0,0,"2,872","340,951",0.860,"2,905","337,078",0.843,0.900,814.573,0.000,0.900,"5,007,806",0,0,0,0,0,"4,507,025",0,"2,750",0,0,0,0,0,0,"833,013","833,013",0.71072
580201,THREE VILLAGE,1,0,"5,961","1,270,216",0.447,"5,779","1,310,219",0.358,0.078,245.773,0.000,0.447,"9,870,833",0,0,0,0,0,"4,412,262",0,"5,553",0,"642,600",0,"664,200",0,0,"972,000",0,0.11101
580203,COMSEWOGUE,1,0,"3,721","801,115",0.655,"3,635","820,068",0.602,0.548,520.472,0.000,0.692,"5,329,899",0,0,0,504,0,"3,688,290",349,"3,572",0,"432,552",0,"345,785",0,0,"715,817","715,817",0.29368
580205,SACHEM,1,0,"12,359","974,765",0.579,"12,156","991,043",0.517,0.471,482.000,0.000,0.594,"23,794,772",0,"568,419",0,0,0,"14,134,095","337,641","11,823",0,"1,284,690",0,"1,277,844",0,0,"1,877,244","1,877,244",0.23052
580206,PORT JEFFERSON,1,0,920,"3,268,352",-0.438,945,"3,181,888",-0.575,0.000,219.670,0.000,0.065,"1,201,597",0,0,0,0,0,"78,104",0,880,0,0,0,0,0,0,"183,600","183,600",0.13662
580207,MOUNT SINAI,1,0,"2,083","1,003,926",0.566,"2,123","985,011",0.520,0.371,306.125,0.000,0.566,"4,092,135",0,0,0,0,0,"2,316,148",0,"2,059",0,"183,600",0,"178,200",0,0,"286,200","108,000",0.11711
580208,MILLER PLACE,1,0,"2,500","926,433",0.600,"2,416","958,643",0.533,0.446,354.902,0.000,0.600,"4,893,680",0,0,0,0,0,"2,936,208",0,"2,320",0,"243,000",0,"247,579",0,0,"398,779","151,647",0.13614
580209,ROCKY POINT,1,0,"2,850","817,486",0.648,"2,753","846,290",0.589,0.546,255.289,0.000,0.689,"5,362,942",0,0,0,0,0,"3,695,067",0,"2,715",0,"380,985",0,"213,354",0,0,"410,490","410,490",0.2522
580211,MIDDLE COUNTRY,1,0,"9,423","758,034",0.675,"9,350","763,953",0.630,0.547,577.357,0.000,0.690,"17,960,776",0,0,0,0,0,"12,392,935",0,"9,042",0,0,0,0,0,"3,290,954","1,283,547","1,283,547",0.32644
580212,LONGWOOD,1,0,"9,121","773,749",0.668,"9,226","764,943",0.630,0.553,168.918,0.000,0.698,"18,373,275",0,0,0,607,0,"12,824,546",424,"8,940",0,"1,341,824",0,"1,132,610","900,000",0,"2,130,814","2,130,814",0.40408
580224,PATCHOGUE-MEDF,1,0,"7,758","756,259",0.676,"7,655","766,435",0.629,0.549,438.882,0.000,0.693,"8,682,410",0,"18,567",0,0,"13,530","6,016,910","12,867","7,443",0,0,0,"510,012",0,0,"2,225,257","1,924,535",0.39658
580232,WILLIAM FLOYD,1,0,"9,391","475,264",0.800,"9,543","467,694",0.778,0.832,463.475,0.000,0.900,"23,392,791",0,0,0,578,0,"21,053,512",520,"9,314",0,0,0,0,0,0,"3,010,407","3,010,407",0.55403
580233,CENTER MORICHE,1,0,"1,500","784,500",0.663,"1,483","793,493",0.615,0.540,182.150,0.000,0.682,"2,037,842",0,0,0,0,0,"1,389,808",0,"1,494",0,"256,918",0,"248,880",0,0,"528,194","429,838",0.25402
580234,EAST MORICHES,1,0,988,"1,054,257",0.544,938,"1,110,454",0.458,0.353,54.141,0.000,0.544,"1,404,875",0,0,0,0,0,"764,252",0,655,0,0,0,0,0,0,"181,366","181,366",0.19621
580235,SOUTH COUNTRY,1,0,"4,035","892,776",0.615,"4,209","855,869",0.584,0.471,167.151,0.000,0.615,"8,759,822",0,0,0,0,0,"5,387,291",0,"3,968",0,0,0,"489,345",0,0,"1,369,065","780,257",0.45534
580301,EAST HAMPTON,1,0,"1,261","13,250,366",-4.863,"1,309","12,764,485",-5.349,0.000,67.289,0.000,0.065,"2,610,383",0,"118,877",0,"4,609","96,114","169,675","8,027","1,814",0,0,0,0,0,0,"226,800","226,800",0.37068
580303,AMAGANSETT,1,0,169,"32,480,732",-13.388,163,"33,676,342",-15.769,0.000,8.685,0.038,0.065,"342,071",0,"32,867",0,215,0,"22,235","2,150",102,0,0,0,0,0,0,"32,400","32,400",0.23097
580304,SPRINGS,1,0,"1,084","3,931,783",-0.732,"1,011","4,215,680",-1.090,0.000,21.508,0.000,0.065,"1,135,469",0,"19,028",0,0,0,"73,805","1,237",645,0,0,"420,000",0,0,0,"191,700","86,399",0.35151
580305,SAG HARBOR,1,0,958,"9,256,815",-3.093,933,"9,504,854",-3.725,0.000,63.440,0.000,0.065,"1,012,525",0,"52,173",0,0,"8,074","65,814","3,391",915,0,0,0,"135,000",0,0,"248,400","178,199",0.23001
580306,MONTAUK,1,0,438,"12,795,224",-4.661,442,"12,679,430",-5.307,0.000,14.274,0.021,0.065,"1,530,355",0,0,0,36,"34,814","99,473",2,281,0,0,0,"108,000",0,0,"141,750","141,750",0.28392
580401,ELWOOD,1,0,"2,117","1,065,285",0.539,"2,160","1,044,078",0.491,0.363,378.455,0.000,0.539,"4,299,150",0,0,0,0,0,"2,317,242",0,"1,985",0,"216,000",0,"199,800",0,0,"199,800","199,800",0.18046
580402,COLD SPRING HA,1,0,"1,667","2,103,702",0.078,"1,718","2,041,252",-0.007,0.000,90.312,0.000,0.078,"3,987,203",0,0,0,0,0,"311,002",0,"1,569",0,0,0,"113,400",0,0,"432,000",0,0.04338
580403,HUNTINGTON,1,0,"4,238","1,429,257",0.377,"4,908","1,234,147",0.396,0.196,384.608,0.000,0.396,"10,468,388",0,0,0,0,0,"4,145,482",0,"4,108",0,"545,400",0,"388,800",0,0,"724,405","724,405",0.42568
580404,NORTHPORT,1,0,"4,842","2,119,786",0.071,"4,931","2,081,526",-0.026,0.104,294.113,0.000,0.131,"8,263,234",0,"85,772",0,"25,399",0,"1,082,484","14,563","4,567",0,"567,000",0,"324,000",0,0,"655,972","655,972",0.12097
580405,HALF HOLLOW HI,1,0,"7,681","1,629,144",0.289,"7,718","1,621,334",0.203,0.191,229.930,0.000,0.289,"14,780,935",0,"283,424",0,"9,190",0,"4,271,690","84,565","7,278",0,"718,200",0,"556,200",0,0,"1,144,945","1,144,945",0.18491
580406,HARBORFIELDS,1,0,"2,971","1,152,108",0.500,"2,928","1,169,028",0.428,0.277,333.734,0.000,0.500,"5,575,203",0,0,0,0,0,"2,787,602",0,"2,775",0,"313,200",0,"194,400",0,0,"367,200","367,200",0.12866
580410,COMMACK,1,0,"5,938","1,157,850",0.498,"5,811","1,183,155",0.421,0.355,433.377,0.000,0.498,"12,181,156",0,0,0,0,0,"6,066,216",0,"5,578",0,"577,800",0,"264,600",0,0,"642,600","642,600",0.10335
580413,S. HUNTINGTON,1,0,"6,089","944,249",0.592,"6,276","916,114",0.554,0.458,529.792,0.000,0.592,"13,725,372",0,"314,539",0,"13,398",0,"8,125,420","194,139","5,815",0,"748,391",0,"764,999",0,0,"1,045,824","879,286",0.38107
580501,BAY SHORE,1,0,"5,986","867,201",0.626,"6,072","854,919",0.585,0.510,637.471,0.000,0.644,"7,333,362",0,0,0,0,0,"4,722,685",0,"5,648",0,0,"280,000",0,"280,000","2,250,985","534,600","534,600",0.43276
580502,ISLIP,1,0,"2,829","1,013,947",0.561,"2,822","1,016,462",0.504,0.419,482.107,0.000,0.561,"4,057,265",0,0,0,0,0,"2,276,126",0,"2,681",0,"286,200",0,"335,271",0,0,"503,986","503,986",0.27337
580503,EAST ISLIP,1,0,"3,655","1,078,173",0.533,"3,677","1,071,722",0.477,0.392,259.468,0.000,0.533,"4,232,197",0,0,0,0,0,"2,255,761",0,"3,439",0,"415,800",0,"329,400",0,0,"548,100","548,100",0.17549
580504,SAYVILLE,1,0,"2,769","1,095,695",0.525,"2,663","1,139,308",0.443,0.348,438.314,0.000,0.525,"2,970,251",0,0,0,0,0,"1,559,382",0,"2,622",0,"248,400",0,"345,600",0,0,"496,800","432,002",0.09927
580505,BAYPORT BLUE P,1,0,"1,972","1,189,771",0.483,"1,907","1,230,325",0.398,0.330,312.132,0.000,0.483,"2,003,858",0,"7,557",0,0,0,"967,863","3,650","1,860",0,"237,600",0,"135,000","100,000",0,"243,000","151,199",0.13537
580506,HAUPPAUGE,1,0,"3,416","1,778,397",0.223,"3,345","1,816,144",0.106,0.230,253.749,0.000,0.290,"6,919,989",0,0,0,0,0,"2,006,797",0,"3,198",0,"356,400",0,"372,600",0,0,"631,800","399,600",0.1684
580507,CONNETQUOT,1,0,"5,701","1,303,066",0.433,"5,574","1,332,755",0.347,0.378,241.512,0.000,0.477,"10,314,424",0,"338,755",0,"3,003",0,"4,919,980","163,019","5,371",0,"615,600",0,"307,800",0,0,"704,430","704,430",0.20595
580509,WEST ISLIP,1,0,"3,962","1,180,396",0.487,"3,905","1,197,626",0.414,0.347,566.348,0.000,0.487,"3,541,632",0,"34,243",0,0,0,"1,724,775","16,676","3,743",0,"340,200",0,"502,200",0,0,"810,000","810,000",0.12769
580512,BRENTWOOD,1,0,"18,915","397,178",0.835,"19,153","392,243",0.815,0.900,"1,113.819",0.000,0.900,"26,383,971",0,0,0,0,0,"23,745,574",0,"18,505",0,0,0,"1,075,101",0,"1,260,000","7,998,724","7,998,724",0.60031
580513,CENTRAL ISLIP,1,0,"7,719","500,108",0.789,"8,101","476,526",0.773,0.840,949.236,0.000,0.900,"12,484,755",0,0,0,0,0,"11,236,280",0,"7,704",0,0,0,"1,354,940",0,"202,251","4,309,250","3,818,684",0.60376
580514,FIRE ISLAND,1,0,23,"136,672,807",-59.575,26,"120,902,868",-59.231,0.000,1.014,0.062,0.065,"700,817",0,"46,683",0,"1,431",0,"45,553","3,127",34,0,0,0,0,0,0,0,0,0.30708
580601,SHOREHAM-WADIN,1,0,"2,129","1,397,431",0.391,"2,038","1,459,828",0.283,0.353,164.388,0.000,0.445,"3,910,084",0,0,0,0,0,"1,739,987",0,"2,008",0,"172,800",0,"108,000",0,0,"340,200","215,999",0.10282
580602,RIVERHEAD,1,0,"6,381","1,189,756",0.483,"6,453","1,176,481",0.424,0.442,66.834,0.000,0.558,"11,158,630",0,"662,442",0,"59,070",0,"6,226,516","402,604","6,150",0,0,"600,000",0,0,0,"1,215,150","409,930",0.48784
580701,SHELTER ISLAND,1,0,172,"22,023,821",-8.752,192,"19,729,673",-8.820,0.000,10.420,0.033,0.065,"430,000",0,0,0,0,0,"27,950",0,158,0,0,0,0,0,0,0,0,0.26964
580801,SMITHTOWN,1,0,"8,307","1,281,057",0.443,"8,485","1,254,183",0.386,0.239,274.565,0.000,0.443,"15,136,257",0,0,0,0,"79,006","6,705,362",0,"7,877",0,"923,400",0,"626,400",0,0,"1,188,000","534,600",0.1126
580805,KINGS PARK,1,0,"2,763","1,549,851",0.324,"2,845","1,505,181",0.261,0.224,232.911,0.000,0.324,"4,523,081",0,"193,859",0,"4,117",0,"1,465,478","64,144","2,634",0,"275,400",0,"108,000",0,0,"410,400","307,800",0.12997
580901,REMSENBURG,1,0,304,"7,919,121",-2.500,278,"8,659,759",-3.304,0.000,11.480,0.029,0.065,"869,053",0,0,0,0,0,"56,488",0,125,0,0,0,"108,000",0,0,"145,800","81,000",0.26024
580902,WESTHAMPTON BE,1,0,921,"5,822,777",-1.571,"1,150","4,663,285",-1.313,0.000,96.360,0.000,0.065,"1,789,200",0,0,0,0,0,"116,298",0,"1,758",0,0,0,0,0,0,"171,180","117,686",0.27601
580903,QUOGUE,1,0,136,"31,549,472",-12.975,143,"30,005,092",-13.940,0.000,12.614,0.026,0.065,"314,580",0,0,0,0,0,"20,448",0,77,0,0,0,0,0,0,0,0,0.22115
580905,HAMPTON BAYS,1,0,"2,166","1,774,164",0.224,"2,171","1,770,078",0.129,0.273,122.779,0.000,0.344,"2,521,009",0,0,0,0,0,"867,227",0,"2,053",0,"221,400",0,0,0,0,"197,100","97,199",0.47891
580906,SOUTHAMPTON,1,0,"1,222","23,672,644",-9.483,"1,352","21,396,428",-9.650,0.000,36.136,0.000,0.065,"3,271,083",0,"281,732",0,997,0,"212,620","18,377","1,289",0,0,0,0,0,0,"280,800","280,800",0.36987
580909,BRIDGEHAMPTON,1,0,191,"47,238,643",-19.930,206,"43,798,935",-20.813,0.000,15.846,0.016,0.065,"920,645",0,0,0,0,0,"59,842",0,180,0,0,0,0,0,0,"108,000",0,0.47222
580912,EASTPORT-SOUTH,1,0,"2,917","941,271",0.593,"2,885","951,712",0.537,0.452,77.428,0.000,0.593,"4,350,712",0,0,0,0,0,"2,579,972",0,"2,794",0,"278,000",0,"256,294",0,0,"386,014","386,014",0.18388
580913,TUCKAHOE COMMO,1,0,395,"7,447,836",-2.291,396,"7,429,029",-2.691,0.000,19.771,0.003,0.065,"1,258,814",0,0,0,0,"22,306","81,823",0,232,0,0,0,0,0,0,"54,000","54,000",0.52922
580917,EAST QUOGUE,1,0,861,"2,536,454",-0.114,793,"2,753,956",-0.362,0.070,33.679,0.000,0.088,"1,250,000",0,0,0,0,0,"110,000",0,360,0,"108,000",0,"108,000",0,0,"108,000","81,000",0.28832
581002,OYSTERPONDS,1,0,111,"14,512,967",-5.423,110,"14,644,903",-6.286,0.000,4.378,0.052,0.065,"227,237",0,0,0,0,0,"14,770",0,71,0,0,0,0,0,0,"108,000",0,0.26101
581004,FISHERS ISLAND,1,0,39,"24,566,081",-9.879,32,"29,939,911",-13.907,0.000,8.826,0.038,0.065,"8,500",0,0,0,0,0,553,0,54,0,0,0,0,0,0,"5,400",0,0.0693
581005,SOUTHOLD,1,0,716,"4,838,618",-1.134,708,"4,893,292",-1.428,0.000,48.920,0.000,0.065,"683,040",0,0,0,0,0,"44,398",0,700,0,0,0,0,0,0,"162,000","102,599",0.28297
581010,GREENPORT,1,0,608,"2,993,918",-0.317,622,"2,926,531",-0.447,0.058,129.317,0.000,0.073,"556,500",0,0,0,0,0,"40,625",0,659,0,0,0,"108,000",0,0,"216,000","129,600",0.52402
581012,MATTITUCK-CUTC,1,0,"1,059","4,414,432",-0.946,"1,029","4,543,133",-1.253,0.000,42.150,0.000,0.065,"1,428,852",0,0,0,291,0,"92,875",19,"1,006",0,0,0,0,0,0,"180,900","180,900",0.24865
590501,FALLSBURG,1,0,"1,521","599,637",0.745,"1,899","480,278",0.771,0.785,20.897,0.000,0.900,"4,517,106",0,0,0,0,0,"4,065,395",0,"1,508",0,"561,792",0,0,0,0,"418,137","418,137",0.64087
590801,ELDRED,1,0,473,"1,889,577",0.173,513,"1,742,241",0.142,0.242,4.382,0.052,0.357,"1,167,570",0,"347,977",0,"6,951","23,048","416,822","126,709",461,0,0,0,0,0,0,"170,100","80,999",0.39772
590901,LIBERTY,1,0,"1,741","439,531",0.816,"1,928","396,900",0.813,0.828,19.708,0.004,0.900,"6,417,848",0,0,0,0,"153,760","5,776,063",0,"1,772",0,0,0,0,0,0,"746,572","606,238",0.59039
591201,TRI VALLEY,1,0,875,"1,429,481",0.377,891,"1,403,811",0.311,0.400,4.459,0.052,0.557,"3,432,694",0,0,0,0,0,"1,912,011",0,868,0,0,0,0,0,"406,411","149,111","149,111",0.44128
591301,ROSCOE,1,0,223,"1,693,468",0.260,216,"1,748,349",0.140,0.364,2.024,0.059,0.518,"700,889",0,0,0,0,0,"363,061",0,218,0,0,0,0,0,0,"40,500","40,500",0.42323
591302,LIVINGSTON MAN,1,0,395,"1,448,425",0.369,403,"1,419,672",0.303,0.363,2.517,0.058,0.516,"1,197,889",0,0,0,0,0,"618,111",0,395,0,"159,060",0,0,0,0,0,0,0.47095
591401,MONTICELLO,1,0,"2,714","1,031,375",0.554,"3,295","849,515",0.587,0.516,14.063,0.021,0.672,"4,905,101",0,"590,885",0,0,"140,510","3,296,228","397,075","2,749",0,0,0,"292,025",0,0,"1,480,027","1,456,806",0.62608
591502,SULLIVAN WEST,1,0,999,"1,448,852",0.368,"1,081","1,338,948",0.343,0.334,3.968,0.053,0.474,"2,804,679",0,0,0,0,0,"1,329,418",0,"1,014",0,"139,872",0,"165,047",0,0,"165,047","165,047",0.36165
600101,WAVERLY,1,0,"1,404","365,177",0.849,"1,419","361,316",0.831,0.861,17.262,0.011,0.900,"891,641",0,0,"211,873","12,337","6,791","802,477","201,789","1,480",0,0,0,"228,849","180,000",0,"932,861","932,861",0.49603
600301,CANDOR,1,0,711,"381,450",0.842,679,"399,427",0.812,0.867,8.124,0.040,0.900,"1,042,711",0,"263,634",0,"14,044","30,496","938,440","249,910",685,0,0,0,0,0,0,"322,938","322,938",0.43848
600402,NEWARK VALLEY,1,0,"1,042","395,229",0.836,"1,007","408,966",0.807,0.816,6.914,0.044,0.900,"1,599,882",0,"385,284",0,0,0,"1,439,894","346,756",994,0,0,0,"231,642",0,0,"406,831","406,831",0.4464
600601,OWEGO-APALACHI,1,0,"1,909","474,833",0.800,"1,888","480,114",0.771,0.737,19.143,0.005,0.900,"2,550,096",0,"730,405",0,"6,520","61,345","2,295,086","663,233","1,881",0,0,0,0,0,0,"433,205","433,205",0.39587
600801,SPENCER VAN ET,1,0,796,"516,721",0.782,793,"518,676",0.752,0.742,5.327,0.049,0.900,"1,526,001",0,"209,111",0,"15,653",0,"1,373,401","202,288",776,0,0,0,0,0,"72,756","536,635","482,916",0.47975
600903,TIOGA,1,0,832,"403,423",0.832,809,"414,892",0.804,0.864,9.342,0.036,0.900,"1,351,170",0,"325,162",0,"1,505","16,835","1,216,053","294,000",873,0,0,0,0,0,0,"368,581","368,581",0.44726
610301,DRYDEN,1,0,"1,355","654,268",0.721,"1,320","671,616",0.676,0.583,12.749,0.025,0.761,"2,026,757",0,"410,638",0,"7,327","10,570","1,542,362","318,071","1,284",0,0,0,0,0,0,"294,627","294,627",0.44505
610501,GROTON,1,0,758,"454,003",0.809,752,"457,626",0.783,0.762,12.540,0.026,0.900,"1,154,881",0,"263,328",0,"7,932",0,"1,039,393","244,134",735,0,0,0,0,0,0,"366,701","366,701",0.43756
610600,ITHACA,1,0,"4,928","1,150,876",0.500,"5,214","1,087,748",0.469,0.337,30.957,0.000,0.500,"7,535,558",0,"598,201",0,"19,649","149,439","3,767,779","308,925","4,982",0,0,0,"291,600",0,0,"1,530,752","1,245,006",0.32167
610801,LANSING,1,0,"1,186","853,611",0.632,"1,169","866,024",0.579,0.435,17.866,0.009,0.641,"1,553,377",0,"169,544",0,"39,096","9,461","995,715","133,738","1,151",0,"140,400",0,"178,200",0,0,"178,200","86,400",0.24128
610901,NEWFIELD,1,0,691,"503,912",0.787,710,"490,427",0.766,0.787,11.474,0.029,0.900,"1,003,396",0,"217,558",0,"31,963",0,"903,056","224,569",700,0,0,0,0,0,0,"368,212","368,212",0.48917
611001,TRUMANSBURG,1,0,933,"720,839",0.691,956,"703,497",0.660,0.562,11.599,0.029,0.738,"1,508,803",0,"109,293",0,0,0,"1,113,497","80,658",966,0,0,0,0,0,0,"244,613","244,613",0.31914
620600,KINGSTON,1,0,"6,070","880,661",0.620,"6,670","801,441",0.611,0.508,60.936,0.000,0.641,"13,355,133",0,0,0,0,"100,932","8,560,640",0,"5,952",0,0,0,"638,126","930,000",0,"2,322,738","1,728,711",0.48817
620803,HIGHLAND,1,0,"1,590","846,452",0.636,"1,622","829,752",0.597,0.491,35.505,0.000,0.636,"2,180,906",0,"317,104",0,"3,209","37,578","1,387,056","203,719","1,548",0,"221,160",0,"312,991",0,0,"312,991","13,317",0.31761
620901,RONDOUT VALLEY,1,0,"1,708","1,393,229",0.393,"1,799","1,322,754",0.352,0.278,10.867,0.031,0.424,"5,772,442",0,0,0,"2,033,515",0,"2,447,515","862,210","1,652",0,0,0,"324,000",0,"179,996","780,300","510,301",0.38701
621001,MARLBORO,1,0,"1,912","739,127",0.683,"1,907","741,065",0.642,0.524,49.589,0.000,0.683,"4,137,883",0,0,0,0,0,"2,826,174",0,"1,855",0,"270,060",0,"347,381",0,0,"347,381","310,426",0.31875
621101,NEW PALTZ,1,0,"1,905","1,192,202",0.482,"1,969","1,153,451",0.436,0.347,21.597,0.000,0.482,"6,629,003",0,"397,268",0,0,"82,188","3,195,179","191,483","1,789",0,"232,200",0,"124,200",0,0,"237,600","48,601",0.22998
621201,ONTEORA,1,0,"1,198","3,378,825",-0.487,"1,274","3,177,262",-0.572,0.000,3.888,0.053,0.065,"5,136,725",0,"71,233",0,0,"82,201","333,887","4,630","1,118",0,0,0,0,0,"188,000","70,032","70,032",0.41004
621601,SAUGERTIES,1,0,"2,293","990,822",0.572,"2,407","943,894",0.540,0.426,29.687,0.000,0.572,"5,265,298",0,0,0,0,"9,801","3,011,750",0,"2,258",0,0,0,"313,957",0,0,"762,339","469,128",0.37063
621801,WALLKILL,1,0,"2,866","664,676",0.716,"2,892","658,700",0.683,0.563,33.461,0.000,0.716,"7,223,664",0,0,0,0,"54,588","5,172,143",0,"2,768",0,"302,535",0,"284,090",0,0,"540,647","284,937",0.30965
622002,ELLENVILLE,1,0,"1,420","878,390",0.621,"1,499","832,098",0.596,0.575,10.694,0.032,0.758,"4,511,042",0,0,0,0,"97,655","3,419,370",0,"1,441",0,0,0,"232,347",0,0,"777,583","383,465",0.62203
630101,BOLTON,1,0,118,"14,308,927",-5.332,107,"15,779,938",-6.852,0.000,1.909,0.060,0.065,"438,645",0,"92,577",0,"1,549",0,"28,512","6,118",162,0,0,0,0,"83,000",0,"27,000","27,000",0.24772
630202,NORTH WARREN,1,0,489,"2,872,480",-0.263,455,"3,087,127",-0.527,0.083,3.012,0.056,0.160,"952,693",0,"50,367",0,"6,460",0,"152,431","9,092",452,0,0,0,"108,000",0,0,"130,275","80,168",0.44493
630300,GLENS FALLS,1,0,"1,833","659,351",0.718,"1,895","637,778",0.693,0.587,323.425,0.000,0.741,"1,737,888",0,"71,686","53,080","2,124",0,"1,287,775","94,025","1,915",0,"220,045",0,"328,796",0,0,"604,695","423,286",0.44531
