DBSFG1, 04/13/24,INC,REP,E(WM0106) 00 2022-23 RWADA,F(WM0111) 00 2021 ACTUAL VALUATION/2022-23 RWADA,G(NO0090) 05 TR AR: 1.01-(.46*AV/RWADA WLTH RATIO),H(WM0126) 00 2022-23 RESIDENT PUB+NONPUB ENROLLMENT,I(WM0131) 00 2021 AV/2022-23 RES PUB+NONPUB ENRLMT,J(NO0091) 05 TRANS ENRL AR: 1.01-(.46*EWR),K(WM0184) 05 STATE SHARING RATIO (SSR),L(NO0094) 05 22-23 ENR/SQ MILE,M(NO0095) 05 TRANS SPARSTY ADJ:(21 - 22-23ENR/SQ MI)/317.88,"N(NO0075) 05 24-25 SEL TRANSP AID RATIO,.9 MAX,.065 MIN","O(NO0074) 00 TRANS NON-CAP EXP W/O SUMMR,S.3627FOR 24-25 AID",P(E10074) 00 TRANS SEC 3627 TOTAL EXPENDITURES,Q(E10037) 00 TRANS CAPITAL NEW BUS PURCHASE EXP,R(E10038) 00 TRANS CAPITAL NEW LEASE EXPENDITURE,S(E10036) 00 TRANS CAPITAL NEW EQUIPMENT EXPENDITURE,T(NO0040) 00 SUMMER TRANS NON-CAPITAL EXP FOR 24-25 AID,U(NO0106) 00 2024-25 TRANSP AID ON NON-CAPITAL EXPENDITURES,V(NO0079) 00 2024-25 TRANSP AID ON CAPITAL EXPENDITURES,"W(K20133) 00 2022-23 PUBLIC ENROLLMENT, ATTN, DUPLICATED",X(PK0155) 00 2023-24 MAX TPK AID,Y(PK0151) 00 2023-24 90M FED UPK EXP GRANT,Z(PK0153) 00 2023-24 15M SUFDPK EXP GRANT,AA(PK0162) 00 2023-24 100M UPK EXP GRANT,AB(PK0159) 00 2023-24 25M SUFDPK EXP GRANT,AC(PK0111) 00 2023-24 MAX SUFDPK AID(1415),AD(FL0006) 00 2023-24 MAX UPK AID,AE(CL0014) 00 2023-24 PAYABLE UPK AID,AF(FL0018) 05 3 YR. DIRECT CERTIFICATION AVERAGE
630601,JOHNSBURG,1,0,275,"1,888,783",0.173,277,"1,875,145",0.076,0.315,1.242,0.062,0.459,"614,948",0,"56,998",0,959,882,"282,261","26,602",272,0,0,0,"115,845",0,0,"115,845","63,714",0.44298
630701,LAKE GEORGE,1,0,673,"4,869,606",-1.148,641,"5,112,707",-1.537,0.000,10.060,0.034,0.065,"894,717",0,"122,687",0,983,0,"58,157","8,039",634,0,0,0,0,0,0,"108,000",0,0.22082
630801,HADLEY LUZERNE,1,0,654,"1,693,094",0.260,677,"1,635,574",0.196,0.354,3.111,0.056,0.503,"1,451,816",0,"277,397",0,"25,655",0,"730,263","152,435",639,0,0,0,0,0,0,"146,207","59,566",0.47733
630902,QUEENSBURY,1,0,"3,128","749,081",0.679,"3,106","754,387",0.635,0.516,69.948,0.000,0.679,"2,903,759",0,"664,727",0,"23,257","70,760","1,971,652","467,141","3,028",0,"339,360",0,"431,592","582,316",0,"652,176",0,0.32673
630918,GLENS FALLS CO,1,0,284,"749,495",0.678,243,"875,953",0.574,0.666,184.883,0.000,0.841,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,"165,132",0,0.71539
631201,WARRENSBURG,1,0,665,"925,354",0.601,660,"932,364",0.546,0.533,3.837,0.053,0.726,"967,862",0,"12,360","156,043",0,"12,134","702,668","122,261",652,0,0,0,"182,173",0,0,"244,128","68,526",0.52648
640101,ARGYLE,1,0,498,"682,641",0.708,491,"692,373",0.666,0.580,7.721,0.041,0.773,"695,420",0,"96,869",0,0,"13,885","537,560","74,880",481,0,"152,960",0,0,0,0,0,0,0.42426
640502,FORT ANN,1,0,448,"893,879",0.614,461,"868,672",0.578,0.546,4.100,0.053,0.742,"966,796",0,"211,312",0,0,"13,956","717,363","156,794",445,0,0,0,0,0,0,"59,347","59,347",0.39861
640601,FORT EDWARD,1,1,349,"476,040",0.800,397,"418,484",0.802,0.758,120.485,0.000,0.900,"269,763",0,"5,146","54,524",0,0,"242,787","53,703",377,0,0,0,0,0,0,"103,164","103,164",0.53251
640701,GRANVILLE,1,0,940,"513,183",0.783,941,"512,638",0.755,0.796,11.761,0.029,0.900,"1,687,877",0,"324,461",0,"25,993",0,"1,519,089","315,409",983,0,0,0,0,0,0,"363,461","363,461",0.46512
640801,GREENWICH,1,0,918,"735,163",0.685,881,"766,038",0.629,0.536,8.755,0.038,0.723,"1,104,442",0,"164,584",0,"5,697","9,472","798,512","123,113",868,0,"131,260",0,"146,541",0,0,"271,341","271,341",0.29661
641001,HARTFORD,1,0,393,"541,701",0.770,380,"560,233",0.732,0.731,6.243,0.046,0.900,"887,806",0,"140,393",0,"7,552","17,137","799,025","133,151",376,0,0,0,0,0,0,"73,309","73,309",0.43541
641301,HUDSON FALLS,1,0,"2,114","475,031",0.800,"2,114","475,031",0.774,0.840,39.712,0.000,0.900,"2,813,377",0,"255,850",0,"5,908",0,"2,532,039","235,582","2,100",0,0,0,0,0,0,"493,757","433,118",0.49745
641401,PUTNAM,1,0,62,"4,864,798",-1.146,64,"4,712,773",-1.337,0.000,1.144,0.062,0.065,"395,498",0,0,0,0,0,"25,707",0,42,0,0,0,0,0,0,0,0,0.49193
641501,SALEM,1,0,540,"598,406",0.746,533,"606,265",0.709,0.696,6.632,0.045,0.900,"1,166,351",0,"22,427","127,247","7,601","22,949","1,049,716","141,548",541,0,"177,140",0,0,0,0,0,0,0.42533
641610,CAMBRIDGE,1,0,833,"617,740",0.737,821,"626,769",0.699,0.640,7.880,0.041,0.849,"1,785,529",0,"15,231","192,080","13,740",0,"1,515,914","187,672",819,0,0,0,0,0,0,"218,982","218,982",0.37685
641701,WHITEHALL,1,0,675,"812,824",0.650,683,"803,303",0.610,0.653,5.480,0.048,0.872,"1,163,841",0,"122,548",0,0,0,"1,014,869","106,862",674,0,"183,640",0,"202,550",0,0,"282,812","282,812",0.53079
650101,NEWARK,1,0,"1,928","394,893",0.836,"1,943","391,844",0.815,0.849,31.055,0.000,0.900,"2,854,347",0,"432,124",0,"2,449",0,"2,568,912","391,116","1,885",0,0,0,0,0,0,"668,169","668,169",0.51625
650301,CLYDE-SAVANNAH,1,0,790,"349,601",0.856,776,"355,908",0.833,0.900,8.492,0.039,0.900,"1,509,011",0,"322,790",0,"13,439","40,348","1,358,110","302,606",758,0,0,0,0,0,0,"413,887","413,887",0.52136
650501,LYONS,1,0,864,"358,669",0.852,874,"354,565",0.834,0.900,14.813,0.019,0.900,"2,328,776",0,"180,003",0,"2,069",45,"2,095,898","163,865",858,0,0,0,0,0,0,"746,103","719,046",0.57313
650701,MARION,1,0,651,"524,807",0.778,672,"508,407",0.757,0.589,14.884,0.019,0.797,"1,324,769",0,"274,875",0,"17,089",0,"1,055,841","232,695",626,0,0,0,0,"239,358",0,"254,781","113,670",0.35864
650801,WAYNE,1,0,"2,097","744,922",0.681,"2,110","740,332",0.642,0.517,33.948,0.000,0.681,"2,867,438",0,"590,477",0,"9,835","28,016","1,952,725","408,812","2,052",0,0,0,0,0,0,"366,276","209,700",0.26859
650901,PALMYRA-MACEDO,1,0,"1,724","521,235",0.780,"1,714","524,276",0.750,0.703,35.104,0.000,0.887,"2,951,490",0,"564,142",0,"18,798","2,579","2,617,972","517,068","1,704",0,0,0,0,0,0,"483,746","236,159",0.37288
650902,GANANDA,1,0,862,"468,504",0.803,882,"457,880",0.783,0.700,50.442,0.000,0.884,"1,337,166",0,"151,286",0,"4,812","28,419","1,182,055","137,991",832,0,0,0,0,0,0,"370,597","370,597",0.25126
651201,SODUS,1,0,"1,001","479,417",0.798,993,"483,279",0.770,0.771,17.215,0.011,0.900,"1,527,392",0,"335,369",0,"2,734",0,"1,374,653","304,293",982,0,0,"180,000",0,0,"184,651","493,735","493,735",0.59043
651402,WILLIAMSON,1,0,947,"523,398",0.779,942,"526,176",0.749,0.646,26.375,0.000,0.815,"1,585,460",0,"363,715",0,"36,513","29,553","1,292,150","326,186",926,0,0,0,0,"303,619",0,"326,185","264,571",0.36319
651501,N. ROSE-WOLCOT,1,0,"1,075","658,700",0.719,"1,108","639,082",0.692,0.671,8.707,0.038,0.885,"1,805,655",0,"445,904",0,"26,811","285,231","1,598,005","418,353","1,080",0,0,0,0,"183,978",0,"609,588","609,588",0.50839
651503,RED CREEK,1,0,813,"472,598",0.801,779,"493,224",0.765,0.812,9.714,0.035,0.900,"1,297,750",0,"238,296",0,"5,412","98,129","1,167,975","219,337",771,0,0,0,0,0,"288,596","191,232","191,232",0.43613
660101,KATONAH LEWISB,1,0,"3,018","1,577,446",0.311,"3,028","1,572,237",0.227,0.033,60.676,0.000,0.311,"5,544,650",0,"451,072",0,"15,633","157,176","1,724,386","145,145","2,824",0,0,0,"302,400",0,0,"820,800",0,0.06901
660102,BEDFORD,1,0,"3,735","2,099,356",0.080,"4,041","1,940,385",0.044,0.000,68.338,0.000,0.080,"8,878,028",0,0,0,0,0,"710,242",0,"3,576",0,0,"360,000","264,600",0,0,"956,235","59,430",0.27697
660202,CROTON HARMON,1,0,"1,629","1,360,270",0.408,"1,604","1,381,472",0.322,0.155,84.456,0.000,0.408,"2,788,978",0,"120,419",0,0,"2,629","1,137,903","49,131","1,535",0,"194,400",0,"124,200",0,0,"232,200","97,198",0.12083
660203,HENDRICK HUDSO,1,1,"2,307","1,349,447",0.412,"2,257","1,379,342",0.323,0.321,115.177,0.000,0.412,"4,820,096",0,0,0,"18,921",0,"1,985,880","7,795","2,200",0,"183,600",0,"232,200",0,0,"442,800","135,000",0.23884
660301,EASTCHESTER,1,0,"3,129","1,479,846",0.355,"3,161","1,464,865",0.281,0.238,"1,066.666",0.000,0.355,"1,887,750",0,0,0,0,0,"670,151",0,"3,040",0,"405,000",0,"378,000",0,0,"610,200",0,0.09522
660302,TUCKAHOE,1,0,"1,131","1,567,755",0.316,"1,224","1,448,636",0.289,0.131,923.721,0.000,0.316,"1,098,932",0,0,0,0,0,"347,263",0,"1,102",0,"151,200",0,"108,000",0,0,"164,700","164,700",0.15917
660303,BRONXVILLE,1,0,"1,640","1,906,047",0.166,"1,754","1,782,164",0.123,0.000,"1,647.058",0.000,0.166,"945,675",0,0,0,0,0,"156,982",0,"1,568",0,0,0,"232,200",0,0,"567,000",0,0.03269
660401,TARRYTOWN,1,0,"2,746","1,107,254",0.520,"2,802","1,085,124",0.470,0.287,258.314,0.000,0.520,"2,593,927",0,"258,075","9,755",707,0,"1,348,842","139,639","2,602",0,0,0,"129,600",0,0,"903,635","697,091",0.41283
660402,IRVINGTON,1,0,"1,865","1,581,325",0.310,"1,877","1,571,215",0.228,0.074,247.854,0.000,0.310,"2,793,155",0,0,0,0,0,"865,878",0,"1,762",0,0,0,"140,400",0,0,"475,200",0,0.07282
660403,DOBBS FERRY,1,0,"1,597","1,188,485",0.484,"1,614","1,175,967",0.425,0.196,506.004,0.000,0.484,"1,240,200",0,0,0,0,0,"600,257",0,"1,517",0,"221,400",0,"221,400",0,0,"221,400",0,0.12881
660404,HASTINGS ON HU,1,0,"1,687","1,272,788",0.447,"1,686","1,273,543",0.376,0.198,471.482,0.000,0.447,"1,628,985",0,0,0,0,0,"728,156",0,"1,612",0,"172,800",0,"151,200",0,0,"259,200",0,0.07379
660405,ARDSLEY,1,0,"2,364","1,165,995",0.494,"2,339","1,178,458",0.424,0.298,545.970,0.000,0.494,"1,922,143",0,"8,680",0,"3,474",0,"949,539","6,004","2,310",0,"280,800",0,"156,600",0,0,"264,600",0,0.07437
660406,EDGEMONT,1,0,"2,004","1,322,773",0.424,"1,956","1,355,234",0.336,0.108,717.359,0.000,0.424,"661,790",0,"11,618",0,0,0,"280,599","4,926","1,934",0,"216,000",0,"135,000",0,0,"248,400",0,0.04141
660407,GREENBURGH,1,0,"1,574","2,655,006",-0.166,"2,045","2,043,510",-0.007,0.000,250.854,0.000,0.065,"6,887,910",0,0,0,0,0,"447,714",0,"1,541",0,0,0,0,"100,000",0,"620,533","453,200",0.41029
660409,ELMSFORD,1,0,"1,102","1,592,446",0.305,"1,214","1,445,532",0.291,0.270,368.781,0.000,0.341,"3,281,464",0,0,0,0,0,"1,118,979",0,"1,023",0,"156,600",0,"108,000",0,0,"210,667","210,667",0.43152
660501,HARRISON,1,0,"3,763","2,369,755",-0.040,"4,466","1,996,728",0.016,0.000,208.978,0.000,0.065,"7,906,761",0,0,0,0,0,"513,939",0,"3,631",0,0,0,"410,400",0,0,"1,058,400",0,0.16611
660701,MAMARONECK,1,0,"5,654","1,723,847",0.246,"6,176","1,578,146",0.224,0.000,400.235,0.000,0.246,"3,531,878",0,0,0,0,0,"868,842",0,"5,436",0,0,0,"205,200",0,0,"1,766,260","723,407",0.15269
660801,MT PLEAS CENT,1,0,"2,007","1,578,050",0.311,"2,048","1,546,458",0.240,0.267,186.012,0.000,0.337,"3,287,613",0,0,0,0,0,"1,107,926",0,"1,923",0,"243,000",0,"226,800",0,0,"383,400",0,0.08997
660802,POCANTICO HILL,1,0,428,"6,588,095",-1.910,419,"6,729,605",-2.342,0.000,32.515,0.000,0.065,"1,596,883",0,"102,192",0,0,0,"103,797","6,642",277,0,0,0,0,0,0,"43,200","43,200",0.18655
660805,VALHALLA,1,0,"1,445","1,585,274",0.308,"1,462","1,566,841",0.230,0.222,263.808,0.000,0.308,"2,850,077",0,0,0,0,0,"877,824",0,"1,366",0,"178,200",0,"178,200",0,0,"286,200",0,0.16959
660809,PLEASANTVILLE,1,0,"1,667","1,156,457",0.498,"1,623","1,187,809",0.419,0.309,672.839,0.000,0.498,"915,028",0,0,0,0,0,"455,684",0,"1,635",0,"194,400",0,"108,000",0,0,"216,000",0,0.10265
660900,MOUNT VERNON,1,0,"7,473","889,425",0.616,"8,716","762,583",0.631,0.484,"1,676.118",0.000,0.631,"9,691,509",0,0,0,0,0,"6,115,342",0,"7,271",0,0,0,"1,073,058",0,0,"3,929,524","3,234,816",0.64579
661004,CHAPPAQUA,1,0,"3,791","1,374,469",0.401,"3,672","1,419,012",0.303,0.000,186.555,0.000,0.401,"7,378,469",0,0,0,0,0,"2,958,766",0,"3,555",0,0,0,"383,400",0,0,"1,009,800",0,0.04221
661100,NEW ROCHELLE,1,0,"10,666","1,060,951",0.540,"11,541","980,513",0.522,0.348,739.268,0.000,0.540,"18,826,720",0,0,0,0,"350,721","10,166,429",0,"9,765",0,0,0,0,0,0,"2,249,854","2,153,987",0.44254
661201,BYRAM HILLS,1,0,"2,473","2,159,534",0.053,"2,368","2,255,290",-0.113,0.000,101.799,0.000,0.065,"5,485,335",0,"206,750",0,"21,123",0,"356,547","14,812","2,302",0,0,0,"291,600",0,0,"739,800",0,0.04718
661301,NORTH SALEM,1,0,"1,040","1,936,053",0.153,"1,023","1,968,225",0.030,0.011,34.550,0.000,0.153,"2,957,521",0,"42,015",0,0,0,"452,501","6,428",989,0,0,0,"151,200",0,0,"329,400",0,0.15012
661401,OSSINING,1,0,"4,961","866,167",0.627,"5,054","850,228",0.587,0.439,272.806,0.000,0.627,"9,129,615",0,0,0,"2,069","60,014","5,724,269","1,297","4,698",0,0,0,0,"720,000","2,142,900","848,510","848,510",0.41222
661402,BRIARCLIFF MAN,1,0,"1,317","1,558,339",0.320,"1,328","1,545,431",0.241,0.000,201.707,0.000,0.320,"2,159,460",0,0,0,116,0,"691,027",37,"1,347",0,0,0,"156,600",0,0,"367,200",0,0.04716
661500,PEEKSKILL,1,0,"3,618","556,967",0.764,"3,760","535,932",0.744,0.706,709.072,0.000,0.891,"3,585,858",0,0,0,0,0,"3,194,999",0,"3,478",0,0,0,0,"1,059,101",0,"764,610","764,610",0.61186
661601,PELHAM,1,0,"2,886","1,235,043",0.463,"2,843","1,253,722",0.386,0.151,"1,238.116",0.000,0.463,"1,011,752",0,0,0,0,0,"468,441",0,"2,761",0,"329,400",0,"291,600",0,0,"432,000",0,0.10127
661800,RYE,1,0,"3,075","2,561,637",-0.125,"3,379","2,331,173",-0.151,0.000,152.843,0.000,0.065,"1,500,000",0,0,0,0,0,"97,500",0,"2,860",0,0,0,"345,600",0,0,"1,063,800",0,0.05357
661901,RYE NECK,1,0,"1,653","1,520,441",0.337,"1,686","1,490,681",0.268,0.083,554.394,0.000,0.337,"785,341",0,0,0,0,0,"264,660",0,"1,539",0,"167,400",0,"145,800",0,0,"253,800",0,0.12864
661904,PORT CHESTER,1,0,"4,727","889,858",0.616,"4,998","841,608",0.591,0.517,"1,482.364",0.000,0.652,"4,142,340",0,0,0,0,0,"2,700,806",0,"4,539",0,0,"1,400,000",0,0,0,"2,100,000","1,880,004",0.53907
661905,BLIND BROOK-RY,1,0,"1,400","1,695,424",0.259,"1,343","1,767,382",0.130,0.069,468.716,0.000,0.259,"1,337,970",0,"179,882",0,"2,214",0,"346,534","47,163","1,296",0,0,0,"108,000",0,0,"356,400",0,0.02545
662001,SCARSDALE,1,0,"5,031","1,879,631",0.177,"5,114","1,849,124",0.090,0.000,655.384,0.000,0.177,"5,412,989",0,"94,869",0,501,0,"958,099","16,880","4,686",0,0,0,"556,200",0,0,"1,339,200",0,0.02249
662101,SOMERS,1,0,"2,856","1,405,439",0.388,"2,746","1,461,739",0.282,0.242,84.461,0.000,0.388,"5,198,015",0,0,0,872,0,"2,016,830",338,"2,620",0,"237,600",0,"108,000",0,0,"356,400","215,999",0.0959
662200,WHITE PLAINS,1,0,"7,187","1,482,871",0.354,"7,857","1,356,420",0.335,0.194,675.746,0.000,0.354,"7,981,772",0,0,0,0,"99,062","2,825,547",0,"6,673",0,0,0,"297,000","876,000","1,073,800","1,625,386","975,231",0.45327
662300,YONKERS,1,1,"24,597","892,177",0.615,"28,289","775,739",0.624,0.506,"1,179.026",0.000,0.639,"61,162,243",0,0,0,0,0,"39,082,673",0,"23,959",0,0,"900,000",0,0,0,"12,111,980","11,925,372",0.64064
662401,LAKELAND,1,0,"5,718","921,920",0.602,"5,552","949,485",0.538,0.450,185.761,0.000,0.602,"9,244,272",0,"699,163",0,"1,907",0,"5,565,052","422,044","5,323",0,"610,200",0,"433,267",0,0,"744,314","197,749",0.19381
662402,YORKTOWN,1,0,"3,659","1,042,105",0.549,"3,862","987,328",0.519,0.348,118.009,0.000,0.549,"6,833,654",0,0,0,530,0,"3,751,676",291,"3,446",0,"475,200",0,"205,200",0,0,"540,000","232,200",0.11076
670201,ATTICA,1,0,"1,152","649,160",0.723,"1,169","639,720",0.692,0.594,7.509,0.042,0.792,"1,844,389",0,"76,500",0,0,0,"1,460,756","60,588","1,114",0,"228,228",0,0,0,0,"294,502","132,525",0.29746
670401,LETCHWORTH,1,0,865,"441,880",0.815,837,"456,662",0.783,0.821,6.386,0.045,0.900,"642,055",0,"542,639",0,"1,403","5,616","577,850","489,638",870,0,0,0,"249,192",0,0,"409,663","409,663",0.36306
671002,WYOMING,1,0,194,"728,266",0.688,203,"695,978",0.664,0.545,2.828,0.057,0.745,"435,937",0,"92,796",0,"9,371",0,"324,773","76,114",133,0,0,0,0,"140,000",0,0,0,0.41299
671201,PERRY,1,0,754,"611,415",0.740,809,"569,848",0.727,0.644,10.444,0.033,0.846,"961,301",0,0,0,662,0,"813,261",560,730,0,0,0,0,0,0,"268,567","268,567",0.37887
671501,WARSAW,1,0,814,"501,043",0.789,802,"508,540",0.757,0.737,10.137,0.034,0.900,"1,274,821",0,0,0,0,0,"1,147,339",0,781,0,0,"540,000",0,0,0,"297,742","87,857",0.41493
680601,PENN  YAN,1,0,"1,251","1,670,774",0.270,"1,508","1,386,033",0.320,0.291,6.736,0.044,0.411,"2,372,462",0,"362,825",0,"1,977","17,110","975,082","149,934","1,229",0,0,0,0,0,0,"551,445","551,445",0.48552
680801,DUNDEE,1,0,616,"960,060",0.585,816,"724,751",0.649,0.520,5.947,0.047,0.703,"1,011,260",0,"284,763",0,"1,736","46,999","710,916","201,409",612,0,0,0,0,0,"185,307","528,601","452,440",0.59062
999997,complete,1,1,"2,536,931","1,065,500,349",205.872,"2,847,981","1,026,543,822",166.197,351.416,"121,650.802",13.038,446.452,"4,019,557,849","56,210,000","148,364,024","6,547,324","6,291,985","28,674,541","2,425,988,789","119,793,446","2,479,232","1,299,998","89,995,741","13,360,000","99,966,556","24,999,998","333,110,140","714,633,764","613,429,965",
999998,incomplete,1,1,"2,934","5,765,319",-0.534,"2,954","7,200,565",-1.566,0.900,814.801,0.065,0.965,"5,224,612",0,"31,376",0,0,"1,375","4,521,117","2,039","2,803",0,0,0,0,0,0,"835,713","835,713",
999999,STATE TOTALS,1,1,"2,539,865","1,071,265,668",205.338,"2,850,935","1,033,744,387",164.631,352.316,"122,465.603",13.103,447.417,"4,024,782,461","56,210,000","148,395,400","6,547,324","6,291,985","28,675,916","2,430,509,906","119,795,485","2,482,035","1,299,998","89,995,741","13,360,000","99,966,556","24,999,998","333,110,140","715,469,477","614,265,678",
